,Building_Project_Name,Street_Name,Postal_District,Type,No_of_Bedrooms,Monthly_Rent,Floor_Area,Lease_Commencement_Date,Downloaded_At
15826,THE ESTA,AMBER GARDENS,15,Non-landed Properties,2,"3,650",1100 to 1200,Dec-19,2020-01-22 02:42:46.593721
15827,THE ESTA,AMBER GARDENS,15,Non-landed Properties,2,"3,600",1100 to 1200,Dec-19,2020-01-22 02:42:46.648725
15828,THE ESTA,AMBER GARDENS,15,Non-landed Properties,3,"4,300",1300 to 1400,Dec-19,2020-01-22 02:42:46.671726
15829,THE ESTA,AMBER GARDENS,15,Non-landed Properties,3,"4,200",1300 to 1400,Dec-19,2020-01-22 02:42:46.694932
15830,THE ESTA,AMBER GARDENS,15,Non-landed Properties,2,"3,900",1200 to 1300,Nov-19,2020-01-22 02:42:46.740936
15831,THE ESTA,AMBER GARDENS,15,Non-landed Properties,5,"9,800",>3000,Nov-19,2020-01-22 02:42:46.796940
15832,THE ESTA,AMBER GARDENS,15,Non-landed Properties,3,"4,800",1300 to 1400,Nov-19,2020-01-22 02:42:46.821177
15833,THE ESTA,AMBER GARDENS,15,Non-landed Properties,2,"3,900",1100 to 1200,Nov-19,2020-01-22 02:42:46.844155
15834,THE ESTA,AMBER GARDENS,15,Non-landed Properties,3,"4,500",1300 to 1400,Nov-19,2020-01-22 02:42:46.867157
15835,THE ESTA,AMBER GARDENS,15,Non-landed Properties,3,"4,900",1300 to 1400,Oct-19,2020-01-22 02:42:46.890158
15836,THE ESTA,AMBER GARDENS,15,Non-landed Properties,4,"5,000",1500 to 1600,Oct-19,2020-01-22 02:42:46.947105
15837,THE ESTA,AMBER GARDENS,15,Non-landed Properties,2,"4,000",1100 to 1200,Oct-19,2020-01-22 02:42:46.985144
15838,THE ESTA,AMBER GARDENS,15,Non-landed Properties,4,"5,100",1500 to 1600,Oct-19,2020-01-22 02:42:47.052152
15839,THE ESTA,AMBER GARDENS,15,Non-landed Properties,2,"3,850",1100 to 1200,Oct-19,2020-01-22 02:42:47.101426
15840,THE ESTA,AMBER GARDENS,15,Non-landed Properties,3,"3,900",1300 to 1400,Oct-19,2020-01-22 02:42:47.157431
15841,THE ESTA,AMBER GARDENS,15,Non-landed Properties,4,"5,200",1500 to 1600,Oct-19,2020-01-22 02:42:47.196433
15842,THE ESTA,AMBER GARDENS,15,Non-landed Properties,2,"3,800",1000 to 1100,Oct-19,2020-01-22 02:42:47.220435
15843,THE ESTA,AMBER GARDENS,15,Non-landed Properties,3,"3,700",1300 to 1400,Oct-19,2020-01-22 02:42:47.258438
15844,THE ESTA,AMBER GARDENS,15,Non-landed Properties,3,"4,950",1300 to 1400,Oct-19,2020-01-22 02:42:47.288439
15845,THE ESTA,AMBER GARDENS,15,Non-landed Properties,3,"4,100",1300 to 1400,Oct-19,2020-01-22 02:42:47.340444
15846,THE ESTA,AMBER GARDENS,15,Non-landed Properties,3,"5,000",1400 to 1500,Oct-19,2020-01-22 02:42:47.377446
15847,THE ESTIVA,PASIR PANJANG ROAD,05,Non-landed Properties,3,"2,900",1100 to 1200,Oct-19,2020-01-22 02:42:47.586971
15848,THE ESTRELLA,PASIR PANJANG ROAD,05,Non-landed Properties,3,"4,095",1500 to 1600,Dec-19,2020-01-22 02:42:49.420864
15849,THE ESTRELLA,PASIR PANJANG ROAD,05,Non-landed Properties,3,"3,400",1100 to 1200,Nov-19,2020-01-22 02:42:49.456375
15850,THE ESTRELLA,PASIR PANJANG ROAD,05,Non-landed Properties,3,"3,300",1100 to 1200,Nov-19,2020-01-22 02:42:49.493155
15851,THE ESTRELLA,PASIR PANJANG ROAD,05,Non-landed Properties,3,"4,100",1600 to 1700,Nov-19,2020-01-22 02:42:49.510157
15852,THE ESTRELLA,PASIR PANJANG ROAD,05,Non-landed Properties,3,"3,200",1100 to 1200,Nov-19,2020-01-22 02:42:49.548165
15853,THE ESTRELLA,PASIR PANJANG ROAD,05,Non-landed Properties,3,"3,200",1100 to 1200,Oct-19,2020-01-22 02:42:49.582933
15854,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,2,"2,350",1100 to 1200,Dec-19,2020-01-22 02:42:50.528765
15855,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,2,"2,200",900 to 1000,Dec-19,2020-01-22 02:42:50.570700
15856,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,2,"2,200",1100 to 1200,Dec-19,2020-01-22 02:42:50.608703
15857,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,1,"1,750",600 to 700,Dec-19,2020-01-22 02:42:50.645297
15858,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,2,"2,400",1100 to 1200,Dec-19,2020-01-22 02:42:50.681710
15859,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,2,"2,350",900 to 1000,Dec-19,2020-01-22 02:42:50.723387
15860,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,3,"2,975",1300 to 1400,Dec-19,2020-01-22 02:42:50.767389
15861,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,1,"1,900",600 to 700,Dec-19,2020-01-22 02:42:50.805392
15862,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,2,"2,300",900 to 1000,Dec-19,2020-01-22 02:42:50.842111
15863,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,3,"2,900",1300 to 1400,Dec-19,2020-01-22 02:42:50.883216
15864,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,2,"2,200",900 to 1000,Dec-19,2020-01-22 02:42:50.949226
15865,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,3,"2,850",1300 to 1400,Dec-19,2020-01-22 02:42:50.990229
15866,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,1,"1,900",600 to 700,Dec-19,2020-01-22 02:42:51.026573
15867,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,2,"2,100",900 to 1000,Dec-19,2020-01-22 02:42:51.063144
15868,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,3,"2,900",1300 to 1400,Dec-19,2020-01-22 02:42:51.099149
15869,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,2,"2,600",1100 to 1200,Nov-19,2020-01-22 02:42:51.138151
15870,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,1,"1,900",600 to 700,Nov-19,2020-01-22 02:42:51.204157
15871,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,1,"1,750",500 to 600,Nov-19,2020-01-22 02:42:51.248097
15872,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,1,"1,700",600 to 700,Nov-19,2020-01-22 02:42:51.289099
15873,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,3,"3,000",1300 to 1400,Nov-19,2020-01-22 02:42:51.331101
15874,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,2,"2,350",1100 to 1200,Nov-19,2020-01-22 02:42:51.367878
15875,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,1,"1,800",500 to 600,Nov-19,2020-01-22 02:42:51.407139
15876,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,2,"2,300",900 to 1000,Nov-19,2020-01-22 02:42:51.444142
15877,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,2,"2,300",900 to 1000,Nov-19,2020-01-22 02:42:51.500381
15878,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,1,"1,600",600 to 700,Nov-19,2020-01-22 02:42:51.540383
15879,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,1,"1,700",600 to 700,Nov-19,2020-01-22 02:42:51.581388
15880,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,3,"2,900",1300 to 1400,Nov-19,2020-01-22 02:42:51.622422
15881,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,2,"2,400",900 to 1000,Oct-19,2020-01-22 02:42:51.661153
15882,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,1,"1,720",600 to 700,Oct-19,2020-01-22 02:42:51.701155
15883,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,3,"3,250",1300 to 1400,Oct-19,2020-01-22 02:42:51.740117
15884,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,3,"2,750",1300 to 1400,Oct-19,2020-01-22 02:42:51.779118
15885,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,1,"1,700",500 to 600,Oct-19,2020-01-22 02:42:51.814044
15886,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,1,"1,700",500 to 600,Oct-19,2020-01-22 02:42:51.849304
15887,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,2,"2,300",900 to 1000,Oct-19,2020-01-22 02:42:51.885309
15888,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,3,"2,800",1300 to 1400,Oct-19,2020-01-22 02:42:51.920312
15889,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,2,"2,300",900 to 1000,Oct-19,2020-01-22 02:42:51.955245
15890,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,2,"2,350",1100 to 1200,Oct-19,2020-01-22 02:42:51.991273
15891,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,3,"3,100",1400 to 1500,Oct-19,2020-01-22 02:42:52.030276
15892,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,3,"2,900",1300 to 1400,Oct-19,2020-01-22 02:42:52.073280
15893,THE ESTUARY,YISHUN AVENUE 1,27,Non-landed Properties,2,"2,300",900 to 1000,Oct-19,2020-01-22 02:42:52.113289
15894,THE FERNHILL,FERNHILL ROAD,10,Non-landed Properties,4,"6,000",1800 to 1900,Dec-19,2020-01-22 02:42:53.950370
15895,THE FERNHILL,FERNHILL ROAD,10,Non-landed Properties,3,"5,000",1600 to 1700,Oct-19,2020-01-22 02:42:53.989373
15896,THE FERNHILL,FERNHILL ROAD,10,Non-landed Properties,4,"7,100",2600 to 2700,Oct-19,2020-01-22 02:42:54.010373
15897,THE FERNHILL,FERNHILL ROAD,10,Non-landed Properties,2,"3,750",1000 to 1100,Oct-19,2020-01-22 02:42:54.042404
15898,THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3,"2,650",1300 to 1400,Dec-19,2020-01-22 02:42:55.029502
15899,THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3,"2,800",1400 to 1500,Dec-19,2020-01-22 02:42:55.075504
15900,THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3,"2,900",1200 to 1300,Dec-19,2020-01-22 02:42:55.109508
15901,THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3,"2,600",1300 to 1400,Nov-19,2020-01-22 02:42:55.140347
15902,THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3,"2,700",1200 to 1300,Nov-19,2020-01-22 02:42:55.161349
15903,THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3,"2,700",1300 to 1400,Oct-19,2020-01-22 02:42:55.179356
15904,THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3,"2,900",1300 to 1400,Oct-19,2020-01-22 02:42:55.197358
15905,THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3,"2,400",1300 to 1400,Oct-19,2020-01-22 02:42:55.229360
15906,THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3,"2,350",1200 to 1300,Oct-19,2020-01-22 02:42:55.249361
15907,THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3,"2,500",1200 to 1300,Oct-19,2020-01-22 02:42:55.286256
15908,THE FLORAVALE,WESTWOOD AVENUE,22,Executive Condominium,3,"2,850",1200 to 1300,Oct-19,2020-01-22 02:42:55.332719
15909,THE FLORENTINE,FLORENCE ROAD,19,Non-landed Properties,2,"2,000",900 to 1000,Dec-19,2020-01-22 02:42:56.336639
15910,THE FLORENTINE,FLORENCE ROAD,19,Non-landed Properties,3,"2,700",1100 to 1200,Nov-19,2020-01-22 02:42:56.349406
15911,THE FLORENTINE,FLORENCE ROAD,19,Non-landed Properties,2,"2,200",900 to 1000,Oct-19,2020-01-22 02:42:56.362410
15912,THE FLORENTINE,FLORENCE ROAD,19,Non-landed Properties,2,"1,800",900 to 1000,Oct-19,2020-01-22 02:42:56.375411
15913,THE FLORIDA,HOUGANG AVENUE 7,19,Executive Condominium,3,"2,350",1300 to 1400,Dec-19,2020-01-22 02:42:56.611557
15914,THE FLORIDA,HOUGANG AVENUE 7,19,Executive Condominium,3,"2,350",1200 to 1300,Dec-19,2020-01-22 02:42:56.662548
15915,THE FLORIDA,HOUGANG AVENUE 7,19,Executive Condominium,3,"2,800",1300 to 1400,Dec-19,2020-01-22 02:42:56.694982
15916,THE FLORIDA,HOUGANG AVENUE 7,19,Executive Condominium,3,"2,300",1200 to 1300,Dec-19,2020-01-22 02:42:56.726446
15917,THE FLORIDA,HOUGANG AVENUE 7,19,Executive Condominium,3,"2,800",1300 to 1400,Nov-19,2020-01-22 02:42:56.746447
15918,THE FLORIDA,HOUGANG AVENUE 7,19,Executive Condominium,3,"2,300",1200 to 1300,Oct-19,2020-01-22 02:42:56.762581
15919,THE FLORIDA,HOUGANG AVENUE 7,19,Executive Condominium,3,"2,500",1300 to 1400,Oct-19,2020-01-22 02:42:56.803415
15920,THE FLORIDA,HOUGANG AVENUE 7,19,Executive Condominium,3,"2,400",1300 to 1400,Oct-19,2020-01-22 02:42:56.822415
15921,THE FOLIAGE,PASIR PANJANG ROAD,05,Non-landed Properties,1,"2,100",500 to 600,Dec-19,2020-01-22 02:42:57.030889
15922,THE FOLIAGE,PASIR PANJANG ROAD,05,Non-landed Properties,1,"1,900",500 to 600,Dec-19,2020-01-22 02:42:57.079926
15923,THE FOLIAGE,PASIR PANJANG ROAD,05,Non-landed Properties,1,"2,000",500 to 600,Nov-19,2020-01-22 02:42:57.094927
15924,THE FOLIAGE,PASIR PANJANG ROAD,05,Non-landed Properties,1,"2,100",500 to 600,Nov-19,2020-01-22 02:42:57.131931
15925,THE FOLIAGE,PASIR PANJANG ROAD,05,Non-landed Properties,1,"2,100",500 to 600,Nov-19,2020-01-22 02:42:57.163176
15926,THE FOLIAGE,PASIR PANJANG ROAD,05,Non-landed Properties,3,"3,600",1100 to 1200,Oct-19,2020-01-22 02:42:57.181881
15927,THE FORD @ HOLLAND,FORD AVENUE,10,Non-landed Properties,1,"2,600",500 to 600,Dec-19,2020-01-22 02:42:57.368248
15928,THE FORD @ HOLLAND,FORD AVENUE,10,Non-landed Properties,1,"4,200",1300 to 1400,Dec-19,2020-01-22 02:42:57.401251
15929,THE FORD @ HOLLAND,FORD AVENUE,10,Non-landed Properties,3,"5,000",1000 to 1100,Dec-19,2020-01-22 02:42:57.423253
15930,THE FORD @ HOLLAND,FORD AVENUE,10,Non-landed Properties,1,"2,600",400 to 500,Dec-19,2020-01-22 02:42:57.440778
15931,THE FORD @ HOLLAND,FORD AVENUE,10,Non-landed Properties,1,"2,800",400 to 500,Dec-19,2020-01-22 02:42:57.477813
15932,THE FORD @ HOLLAND,FORD AVENUE,10,Non-landed Properties,1,"2,600",400 to 500,Nov-19,2020-01-22 02:42:57.509816
15933,THE FORD @ HOLLAND,FORD AVENUE,10,Non-landed Properties,3,"4,660",1100 to 1200,Nov-19,2020-01-22 02:42:57.527221
15934,THE FORD @ HOLLAND,FORD AVENUE,10,Non-landed Properties,1,"2,600",500 to 600,Nov-19,2020-01-22 02:42:57.545138
15935,THE FORD @ HOLLAND,FORD AVENUE,10,Non-landed Properties,na*,"9,300",>3000,Oct-19,2020-01-22 02:42:57.562821
15936,THE FORD @ HOLLAND,FORD AVENUE,10,Non-landed Properties,1,"2,500",400 to 500,Oct-19,2020-01-22 02:42:57.584820
15937,THE FORD @ HOLLAND,FORD AVENUE,10,Non-landed Properties,1,"2,700",500 to 600,Oct-19,2020-01-22 02:42:57.604823
15938,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,2,"3,000",700 to 800,Dec-19,2020-01-22 02:42:58.736517
15939,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,2,"3,000",700 to 800,Dec-19,2020-01-22 02:42:58.773520
15940,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,2,"3,300",700 to 800,Dec-19,2020-01-22 02:42:58.800522
15941,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,1,"2,600",400 to 500,Dec-19,2020-01-22 02:42:58.827621
15942,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,2,"2,900",600 to 700,Dec-19,2020-01-22 02:42:58.869623
15943,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,1,"2,350",400 to 500,Dec-19,2020-01-22 02:42:58.900645
15944,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,2,"3,500",800 to 900,Dec-19,2020-01-22 02:42:58.927647
15945,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,2,"3,050",600 to 700,Dec-19,2020-01-22 02:42:58.955879
15946,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,2,"2,700",600 to 700,Dec-19,2020-01-22 02:42:58.983881
15947,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,2,"2,950",600 to 700,Nov-19,2020-01-22 02:42:59.011883
15948,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,1,"2,800",400 to 500,Nov-19,2020-01-22 02:42:59.041848
15949,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,1,"2,800",400 to 500,Nov-19,2020-01-22 02:42:59.071850
15950,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,3,"4,600",1500 to 1600,Nov-19,2020-01-22 02:42:59.099852
15951,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,2,"2,800",700 to 800,Nov-19,2020-01-22 02:42:59.141856
15952,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,1,"2,950",800 to 900,Nov-19,2020-01-22 02:42:59.194861
15953,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,1,"3,050",800 to 900,Nov-19,2020-01-22 02:42:59.221863
15954,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,1,"2,450",400 to 500,Nov-19,2020-01-22 02:42:59.248865
15955,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,1,"3,200",800 to 900,Oct-19,2020-01-22 02:42:59.275853
15956,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,1,"2,600",400 to 500,Oct-19,2020-01-22 02:42:59.302856
15957,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,2,"3,300",700 to 800,Oct-19,2020-01-22 02:42:59.347843
15958,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,1,"2,250",400 to 500,Oct-19,2020-01-22 02:42:59.404846
15959,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,2,"2,850",500 to 600,Oct-19,2020-01-22 02:42:59.441850
15960,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,1,"2,200",400 to 500,Oct-19,2020-01-22 02:42:59.473853
15961,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,2,"3,600",900 to 1000,Oct-19,2020-01-22 02:42:59.503855
15962,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,1,"2,600",400 to 500,Oct-19,2020-01-22 02:42:59.532626
15963,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,2,"2,600",500 to 600,Oct-19,2020-01-22 02:42:59.561863
15964,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,1,"2,400",400 to 500,Oct-19,2020-01-22 02:42:59.590865
15965,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,2,"2,500",500 to 600,Oct-19,2020-01-22 02:42:59.620087
15966,THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-landed Properties,1,"2,250",400 to 500,Oct-19,2020-01-22 02:42:59.649091
15967,THE GALE,FLORA ROAD,17,Non-landed Properties,2,"3,000",1000 to 1100,Dec-19,2020-01-22 02:43:00.049893
15968,THE GALE,FLORA ROAD,17,Non-landed Properties,2,"3,000",900 to 1000,Dec-19,2020-01-22 02:43:00.078894
15969,THE GALE,FLORA ROAD,17,Non-landed Properties,2,"2,500",1100 to 1200,Dec-19,2020-01-22 02:43:00.097535
15970,THE GALE,FLORA ROAD,17,Non-landed Properties,2,"2,200",1000 to 1100,Dec-19,2020-01-22 02:43:00.115536
15971,THE GALE,FLORA ROAD,17,Non-landed Properties,2,"2,000",900 to 1000,Dec-19,2020-01-22 02:43:00.134538
15972,THE GALE,FLORA ROAD,17,Non-landed Properties,1,"1,700",600 to 700,Dec-19,2020-01-22 02:43:00.152234
15973,THE GALE,FLORA ROAD,17,Non-landed Properties,2,"2,200",1000 to 1100,Oct-19,2020-01-22 02:43:00.202441
15974,THE GALE,FLORA ROAD,17,Non-landed Properties,2,"2,100",900 to 1000,Oct-19,2020-01-22 02:43:00.238443
15975,THE GALE,FLORA ROAD,17,Non-landed Properties,3,"3,000",1300 to 1400,Oct-19,2020-01-22 02:43:00.270656
15976,THE GALE,FLORA ROAD,17,Non-landed Properties,2,"2,150",900 to 1000,Oct-19,2020-01-22 02:43:00.292661
15977,THE GALE,FLORA ROAD,17,Non-landed Properties,2,"1,800",900 to 1000,Oct-19,2020-01-22 02:43:00.323664
15978,THE GALE,FLORA ROAD,17,Non-landed Properties,2,"2,500",900 to 1000,Oct-19,2020-01-22 02:43:00.343765
15979,THE GALE,FLORA ROAD,17,Non-landed Properties,2,"2,300",900 to 1000,Oct-19,2020-01-22 02:43:00.362662
15980,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,2,"2,400",800 to 900,Dec-19,2020-01-22 02:43:00.607024
15981,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,3,"3,300",1200 to 1300,Dec-19,2020-01-22 02:43:00.661272
15982,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,3,"2,600",1200 to 1300,Dec-19,2020-01-22 02:43:00.695275
15983,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,3,"2,900",1200 to 1300,Dec-19,2020-01-22 02:43:00.718473
15984,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,3,"2,750",1100 to 1200,Dec-19,2020-01-22 02:43:00.741650
15985,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,3,"2,750",1100 to 1200,Dec-19,2020-01-22 02:43:00.764723
15986,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,2,"2,250",800 to 900,Dec-19,2020-01-22 02:43:00.787725
15987,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,2,"2,300",800 to 900,Dec-19,2020-01-22 02:43:00.839199
15988,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,2,"2,400",800 to 900,Dec-19,2020-01-22 02:43:00.876211
15989,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,4,"4,300",1900 to 2000,Dec-19,2020-01-22 02:43:00.927827
15990,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,4,"4,900",2500 to 2600,Dec-19,2020-01-22 02:43:00.964776
15991,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,2,"2,100",800 to 900,Nov-19,2020-01-22 02:43:00.987834
15992,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,2,"2,150",800 to 900,Nov-19,2020-01-22 02:43:01.010997
15993,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,3,"2,850",1200 to 1300,Nov-19,2020-01-22 02:43:01.038720
15994,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,2,"2,400",800 to 900,Nov-19,2020-01-22 02:43:01.061437
15995,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,2,"2,250",800 to 900,Nov-19,2020-01-22 02:43:01.109458
15996,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,3,"3,000",1200 to 1300,Nov-19,2020-01-22 02:43:01.145409
15997,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,3,"2,800",1200 to 1300,Oct-19,2020-01-22 02:43:01.169411
15998,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,2,"2,300",800 to 900,Oct-19,2020-01-22 02:43:01.192065
15999,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,2,"2,200",800 to 900,Oct-19,2020-01-22 02:43:01.233829
16000,THE GARDENS AT BISHAN,SIN MING WALK,20,Non-landed Properties,2,"2,350",800 to 900,Oct-19,2020-01-22 02:43:01.287832
16001,THE GERANIUM,MANGIS ROAD,15,Non-landed Properties,3,"2,650",1000 to 1100,Dec-19,2020-01-22 02:43:03.148627
16002,THE GERANIUM,MANGIS ROAD,15,Non-landed Properties,1,"1,800",600 to 700,Oct-19,2020-01-22 02:43:03.174387
16003,THE GERANIUM,MANGIS ROAD,15,Non-landed Properties,3,"3,300",1600 to 1700,Oct-19,2020-01-22 02:43:03.203426
16004,THE GLADES,BEDOK RISE,16,Non-landed Properties,1,"2,000",400 to 500,Dec-19,2020-01-22 02:43:05.297575
16005,THE GLADES,BEDOK RISE,16,Non-landed Properties,4,"5,200",1500 to 1600,Dec-19,2020-01-22 02:43:05.363700
16006,THE GLADES,BEDOK RISE,16,Non-landed Properties,1,"2,200",400 to 500,Dec-19,2020-01-22 02:43:05.403741
16007,THE GLADES,BEDOK RISE,16,Non-landed Properties,1,"2,200",500 to 600,Dec-19,2020-01-22 02:43:05.444899
16008,THE GLADES,BEDOK RISE,16,Non-landed Properties,1,"1,950",400 to 500,Dec-19,2020-01-22 02:43:05.508765
16009,THE GLADES,BEDOK RISE,16,Non-landed Properties,1,"2,000",400 to 500,Dec-19,2020-01-22 02:43:05.569120
16010,THE GLADES,BEDOK RISE,16,Non-landed Properties,2,"2,100",500 to 600,Dec-19,2020-01-22 02:43:05.629160
16011,THE GLADES,BEDOK RISE,16,Non-landed Properties,1,"2,000",400 to 500,Dec-19,2020-01-22 02:43:05.690163
16012,THE GLADES,BEDOK RISE,16,Non-landed Properties,2,"2,300",500 to 600,Dec-19,2020-01-22 02:43:05.732471
16013,THE GLADES,BEDOK RISE,16,Non-landed Properties,1,"1,800",400 to 500,Dec-19,2020-01-22 02:43:05.772118
16014,THE GLADES,BEDOK RISE,16,Non-landed Properties,3,"3,200",1000 to 1100,Dec-19,2020-01-22 02:43:05.813567
16015,THE GLADES,BEDOK RISE,16,Non-landed Properties,2,"2,300",600 to 700,Dec-19,2020-01-22 02:43:05.854469
16016,THE GLADES,BEDOK RISE,16,Non-landed Properties,1,"2,150",400 to 500,Dec-19,2020-01-22 02:43:05.895488
